filename,sharpness,contrast,brightness,noise,entropy,clipping,dynamic_range,edge_density,saturation,technical_score,ssim_vs_original,color_difference_vs_original,enhancement_safety_score,improvement_vs_original,original_final_score,final_evaluation_score,final_score_difference,decision,decision_reason,additional_warnings
1_OD_1.tif,24.574871247175633,20.996997412077796,75.94480797004252,0.9906737804412842,6.146213132748811,0.0012862019925106295,83.0,0.3908216625814442,152.67192478290747,64.24913488906274,0.9755215660859594,3.084571361541748,78.77200292808689,2.5401412754585735,61.70899361360417,72.96285571247724,11.253862098873064,KEEP,ESRGAN_FINAL_SCORE_GREATER_THAN_ORIGINAL,NOISE_INCREASE
1_OD_1_green.tif,80.96115509262059,22.393196826428042,68.2410498047377,1.8279304504394531,6.17878704578097,0.06348411391745082,87.0,0.3458029987707067,1.642641717544527,65.89938648755484,0.9439948118051007,2.6225600242614746,64.39455799256419,3.82816742129301,62.071219066261826,64.99648939056044,2.9252703242986158,KEEP,ESRGAN_FINAL_SCORE_GREATER_THAN_ORIGINAL,NOISE_INCREASE
1_OD_2_green.tif,60.35936667904158,12.72404071200664,98.18392673256088,1.5328376293182373,5.568962564853377,0.016216785995183614,59.0,0.276864764535953,1.699948179997479,63.08291622328795,0.9399989921774755,2.5790510177612305,62.76356061667484,3.409689212179032,59.67322701110892,62.891302859320085,3.218075848211164,KEEP,ESRGAN_FINAL_SCORE_GREATER_THAN_ORIGINAL,NOISE_INCREASE
1_OS_1.tif,58.20543135012539,11.450987851765104,103.97910217259268,1.4441817998886108,5.307582270392645,0.0,57.0,0.7758234732125876,166.04203588086995,62.46977523316917,0.9595072899595368,3.0931670665740967,54.34790037530707,3.938219494449754,58.53155573871942,57.596650318451914,-0.9349054202675049,RED_FLAG,ESRGAN_FINAL_SCORE_NOT_GREATER_THAN_ORIGINAL,FINAL_SCORE_BELOW_60;NOISE_INCREASE;EXCESSIVE_EDGE_INCREASE
1_OS_1_green.tif,124.75722340495858,11.324308379328498,93.3548742069087,2.131476402282715,5.314637073324046,0.011015156855833628,51.0,0.46832775232052637,2.750982184819645,62.031941698489476,0.9247326184766861,2.8904531002044678,58.59775473336876,4.447673887666653,57.58426781082282,59.97142951941704,2.3871617085942205,KEEP,ESRGAN_FINAL_SCORE_GREATER_THAN_ORIGINAL,FINAL_SCORE_BELOW_60;NOISE_INCREASE
1_OS_2.tif,17.548772286724923,14.34411730895562,89.15223869170656,0.8277184963226318,5.728784248798055,0.0,58.0,0.3120049585122108,135.50806236713012,60.80527970066548,0.970283983709228,3.1190412044525146,83.33849009241709,1.997888358540358,58.80739134212512,74.32520593571644,15.517814593591318,KEEP,ESRGAN_FINAL_SCORE_GREATER_THAN_ORIGINAL,NONE
1_OS_2_green.tif,93.87546088265192,15.041114796293218,82.07597470572841,1.8546785116195679,5.820240477620003,0.022274367275646398,58.0,0.3085698238928243,1.6852966387024115,63.28436427555493,0.9376118310772534,2.789353847503662,65.40157654019174,4.26729090751293,59.017073368042,64.55469163433702,5.53761826629502,KEEP,ESRGAN_FINAL_SCORE_GREATER_THAN_ORIGINAL,NOISE_INCREASE
2_OD_1.tif,18.53100860350029,12.850472742317198,100.37793198092012,0.8984490036964417,5.364381387590528,0.0,74.0,0.3316843188684883,181.99889143434746,61.39618272228745,0.9713550859499112,2.8457934856414795,76.75533328234914,2.0335181995663163,59.36266452272113,70.61167305832447,11.249008535603338,KEEP,ESRGAN_FINAL_SCORE_GREATER_THAN_ORIGINAL,NOISE_INCREASE
2_OD_1_green.tif,86.18028244407915,11.198292498185403,85.5325462340679,1.7682993412017822,5.074841054377683,0.014038237062714442,63.0,0.39959233843868275,1.9083163105891785,60.31335775836613,0.9382439413281518,2.6839280128479004,55.42451729681651,3.802060219502984,56.51129753886315,57.380053481436356,0.868755942573209,KEEP,ESRGAN_FINAL_SCORE_GREATER_THAN_ORIGINAL,FINAL_SCORE_BELOW_60;NOISE_INCREASE;EXCESSIVE_EDGE_INCREASE
2_OD_2.tif,18.779794102055853,12.878348002264925,119.5847568900934,0.8873577117919922,5.485228532303888,0.0,64.0,0.22789940116933527,146.42064645385727,60.147496184893974,0.9710329109965675,2.952561855316162,84.34810589319609,1.284053697075592,58.86344248781838,74.66786200987525,15.804419522056868,KEEP,ESRGAN_FINAL_SCORE_GREATER_THAN_ORIGINAL,NONE
